Accession,Character,Source
EPI2576157,M,mammal
EPI2930806,H,Falconiformes
EPI3315640,4,Aves
EPI2616128,4,Aves
EPI1923192,A,Galliformes
EPI2989798,4,Aves
EPI3616505,A,Galliformes
EPI3604791,4,Aves
EPI3592957,M,mammal
EPI2691617,4,Aves
EPI3303002,4,Aves
EPI3592877,4,Aves
EPI2751868,A,Galliformes
EPI2076277,2,Anseriformes
EPI3063031,2,Anseriformes
EPI2246656,4,Aves
EPI2856763,4,Aves
EPI2906022,4,Aves
EPI3604562,6,Artiodactyla
EPI2029914,4,Aves
EPI2428499,4,Aves
EPI3524182,6,Artiodactyla
EPI3303410,4,Aves
EPI2742715,F,Environment
EPI2428110,4,Aves
EPI3543886,4,Aves
EPI3637556,2,Anseriformes
EPI3310882,4,Aves
EPI3582663,6,Artiodactyla
EPI2589814,A,Galliformes
EPI3303834,4,Aves
EPI2906350,4,Aves
EPI2071640,A,Galliformes
EPI2816112,0,Accipitriformes
EPI3312002,4,Aves
EPI2201170,2,Anseriformes
EPI2147711,A,Galliformes
EPI3323853,2,Anseriformes
EPI3616568,6,Artiodactyla
EPI2028761,2,Anseriformes
EPI2468396,8,Carnivora
EPI1850269,0,Accipitriformes
EPI338788,A,Galliformes
EPI2705407,2,Anseriformes
EPI2415415,A,Galliformes
EPI3416813,4,Aves
EPI2794507,2,Anseriformes
EPI2300428,4,Aves
EPI2702270,2,Anseriformes
EPI2712367,2,Anseriformes
EPI3084977,A,Galliformes
EPI2140695,A,Galliformes
EPI2703745,4,Aves
EPI2428683,4,Aves
EPI2857221,4,Aves
EPI3323456,0,Accipitriformes
EPI2585259,H,Falconiformes
EPI2763963,2,Anseriformes
EPI2363697,4,Aves
EPI3222724,2,Anseriformes
EPI2263586,4,Aves
EPI2397408,2,Anseriformes
EPI2559607,5,Charadriiformes
EPI3311370,4,Aves
EPI3306823,4,Aves
EPI3599483,6,Artiodactyla
EPI3177534,2,Anseriformes
EPI2071512,A,Galliformes
EPI1930823,A,Galliformes
EPI3409295,6,Artiodactyla
EPI2497145,2,Anseriformes
EPI2050814,4,Aves
EPI3648512,6,Artiodactyla
EPI2552793,5,Charadriiformes
EPI2072208,4,Aves
EPI3277453,4,Aves
EPI2264187,4,Aves
EPI3315248,4,Aves
EPI2573989,4,Aves
EPI2495701,2,Anseriformes
EPI2119178,4,Aves
EPI2760724,4,Aves
EPI2800377,4,Aves
EPI2670361,4,Aves
EPI2603864,4,Aves
EPI3306193,4,Aves
EPI2752302,A,Galliformes
EPI2885487,A,Galliformes
EPI2314357,H,Falconiformes
EPI2242317,5,Charadriiformes
EPI2291534,2,Anseriformes
EPI2140297,A,Galliformes
EPI2246072,4,Aves
EPI3041225,4,Aves
EPI3403538,4,Aves
EPI2244343,4,Aves
EPI3110975,0,Accipitriformes
EPI2574069,4,Aves
EPI2122833,R,Podicipediformes
EPI2510353,4,Aves
EPI2072000,A,Galliformes
EPI2181515,A,Galliformes
EPI3484835,4,Aves
EPI2644734,Q,Sphenisciformes
EPI3052516,4,Aves
EPI2352617,A,Galliformes
EPI2243579,4,Aves
EPI2179804,4,Aves
EPI3630018,J,Primates
EPI2540356,A,Galliformes
EPI3484795,4,Aves
EPI3312290,4,Aves
EPI2071160,2,Anseriformes
EPI1922949,A,Galliformes
EPI2068968,2,Anseriformes
EPI2134198,5,Charadriiformes
EPI2704394,2,Anseriformes
EPI2758904,2,Anseriformes
EPI2666783,4,Aves
EPI3312066,4,Aves
EPI2015041,2,Anseriformes
EPI2856186,4,Aves
EPI2505472,2,Anseriformes
EPI2710794,4,Aves
EPI2119208,4,Aves
EPI2495625,A,Galliformes
EPI2086034,D,Corvidae
EPI3543926,4,Aves
EPI3605023,4,Aves
EPI2071496,2,Anseriformes
EPI3597174,6,Artiodactyla
EPI3352851,6,Artiodactyla
EPI3226795,2,Anseriformes
EPI2895335,4,Aves
EPI2770887,3,Animal
EPI2014961,A,Galliformes
EPI2352665,4,Aves
EPI2214479,4,Aves
EPI3310284,4,Aves
EPI3395172,4,Aves
EPI2861368,A,Galliformes
EPI2197794,4,Aves
EPI3303306,4,Aves
EPI3298460,4,Aves
EPI2609462,A,Galliformes
EPI3395140,4,Aves
EPI3303770,4,Aves
EPI2198078,4,Aves
EPI2506116,A,Galliformes
EPI2463626,?,Galliformes
EPI2415423,4,Aves
EPI3304832,4,Aves
EPI3308632,4,Aves
EPI3299204,4,Aves
EPI2704245,2,Anseriformes
EPI2071856,2,Anseriformes
EPI2018091,0,Accipitriformes
EPI2260590,4,Aves
EPI1945203,4,Aves
EPI2102649,4,Aves
EPI3543798,4,Aves
EPI3571246,6,Artiodactyla
EPI2957711,2,Anseriformes
EPI2609521,4,Aves
EPI2788958,4,Aves
EPI3557642,6,Artiodactyla
EPI597831,A,Galliformes
EPI2245707,A,Galliformes
EPI3355255,2,Anseriformes
EPI3418499,6,Artiodactyla
EPI2299183,2,Anseriformes
EPI2114295,5,Charadriiformes
EPI2603380,4,Aves
EPI2182135,M,mammal
EPI3377112,4,Aves
EPI2613806,4,Aves
EPI3447160,4,Aves
EPI2415791,A,Galliformes
EPI2606596,A,Galliformes
EPI2071944,2,Anseriformes
EPI2614022,4,Aves
EPI2429083,4,Aves
EPI2244351,2,Anseriformes
EPI2029358,4,Aves
EPI3462583,A,Galliformes
EPI3298860,4,Aves
EPI2013082,A,Galliformes
EPI2017183,A,Galliformes
EPI2603796,H,Falconiformes
EPI2820581,A,Galliformes
EPI2550299,A,Galliformes
EPI3255584,6,Artiodactyla
EPI3320989,4,Aves
EPI2770935,3,Animal
EPI2752112,A,Galliformes
EPI2456432,?,Galliformes
EPI2505269,H,Falconiformes
EPI2283161,2,Anseriformes
EPI2616254,4,Aves
EPI3395108,4,Aves
EPI2461805,4,Aves
EPI2855865,4,Aves
EPI3302962,4,Aves
EPI2220218,A,Galliformes
EPI2114343,4,Aves
EPI2815805,A,Galliformes
EPI2913183,A,Galliformes
EPI2606479,A,Galliformes
EPI3308464,4,Aves
EPI1928148,2,Anseriformes
EPI2179836,4,Aves
EPI2872784,A,Galliformes
EPI2140341,A,Galliformes
EPI2232970,2,Anseriformes
EPI2050373,4,Aves
EPI2220234,2,Anseriformes
EPI2071472,H,Falconiformes
EPI2742627,F,Environment
EPI3616497,0,Accipitriformes
EPI2856513,4,Aves
EPI1957847,A,Galliformes
EPI1963328,4,Aves
EPI3605401,4,Aves
EPI2258687,4,Aves
EPI3409260,6,Artiodactyla
EPI2755599,M,mammal
EPI2198860,2,Anseriformes
EPI2725874,2,Anseriformes
EPI2708493,0,Accipitriformes
EPI2597144,A,Galliformes
EPI1980686,2,Anseriformes
EPI2747682,A,Galliformes
EPI3433675,6,Artiodactyla
EPI2666823,4,Aves
EPI2703122,2,Anseriformes
EPI3575178,6,Artiodactyla
EPI2755478,4,Aves
EPI2428014,4,Aves
EPI2586349,4,Aves
EPI2752270,2,Anseriformes
EPI2263706,4,Aves
EPI3315576,4,Aves
EPI1982513,A,Galliformes
EPI3571090,4,Aves
EPI2613798,4,Aves
EPI3054395,2,Anseriformes
EPI2752318,A,Galliformes
EPI2855917,4,Aves
EPI2427844,4,Aves
EPI2150634,2,Anseriformes
EPI2310688,A,Galliformes
EPI2075601,2,Anseriformes
EPI2429201,4,Aves
EPI3528282,4,Aves
EPI3259692,4,Aves
EPI3302300,6,Artiodactyla
EPI3313874,4,Aves
EPI2147709,A,Galliformes
EPI2778863,4,Aves
EPI2232786,2,Anseriformes
EPI3582653,6,Artiodactyla
EPI2072008,5,Charadriiformes
EPI2198900,4,Aves
EPI1999321,2,Anseriformes
EPI1982563,2,Anseriformes
EPI2220226,2,Anseriformes
EPI2016959,A,Galliformes
EPI3310388,4,Aves
EPI2885360,A,Galliformes
EPI2246376,4,Aves
EPI2580226,4,Aves
EPI2263482,4,Aves
EPI2771071,3,Animal
EPI2014197,4,Aves
EPI1308276,A,Galliformes
EPI2751604,A,Galliformes
EPI2191441,4,Aves
EPI3433860,6,Artiodactyla
EPI1994515,4,Aves
EPI2073615,4,Aves
EPI3604759,4,Aves
EPI2506560,4,Aves
EPI2589429,H,Falconiformes
EPI1859929,0,Accipitriformes
EPI3303976,4,Aves
EPI3409959,4,Aves
EPI2789621,F,Environment
EPI1943030,A,Galliformes
EPI3222856,2,Anseriformes
EPI2277857,4,Aves
EPI2639851,4,Aves
EPI1945211,5,Charadriiformes
EPI2540736,4,Aves
EPI3484787,4,Aves
EPI2291620,4,Aves
EPI1937647,A,Galliformes
EPI2608179,5,Charadriiformes
EPI2072232,A,Galliformes
EPI2464354,2,Anseriformes
EPI3528050,4,Aves
EPI3310500,4,Aves
EPI2260526,4,Aves
EPI1987226,M,mammal
EPI3590996,5,Charadriiformes
EPI2050405,4,Aves
EPI3303762,4,Aves
EPI3364316,4,Aves
EPI3302578,4,Aves
EPI3651378,4,Aves
EPI2201175,0,Accipitriformes
EPI3308544,4,Aves
EPI2818806,A,Galliformes
EPI3260196,M,mammal
EPI2071248,A,Galliformes
EPI2428417,4,Aves
EPI2072160,2,Anseriformes
EPI2708083,0,Accipitriformes
EPI2584886,4,Aves
EPI1921688,2,Anseriformes
EPI2505930,4,Aves
EPI1859739,2,Anseriformes
EPI2264075,4,Aves
EPI2709241,0,Accipitriformes
EPI3305984,4,Aves
EPI2710891,2,Anseriformes
EPI2456377,?,Galliformes
EPI3306097,4,Aves
EPI2428467,4,Aves
EPI3313890,4,Aves
EPI2664942,5,Charadriiformes
EPI2703938,4,Aves
EPI2428006,4,Aves
EPI2709161,4,Aves
EPI2841698,4,Aves
EPI2609407,A,Galliformes
EPI2526601,5,Charadriiformes
EPI2220242,4,Aves
EPI3506832,6,Artiodactyla
EPI3222824,2,Anseriformes
EPI3306758,4,Aves
EPI184218,2,Anseriformes
EPI2014085,4,Aves
EPI1995013,4,Aves
EPI2660630,4,Aves
EPI2611999,5,Charadriiformes
EPI3599292,6,Artiodactyla
EPI2764262,2,Anseriformes
EPI2584882,4,Aves
EPI2660634,H,Falconiformes
EPI3316599,4,Aves
EPI3442001,6,Artiodactyla
EPI2428301,4,Aves
EPI3173450,5,Charadriiformes
EPI2641471,M,mammal
EPI2872831,A,Galliformes
EPI3312042,4,Aves
EPI3446662,6,Artiodactyla
EPI3508964,6,Artiodactyla
EPI1958129,A,Galliformes
EPI3567383,4,Aves
EPI2506308,A,Galliformes
EPI2885931,A,Galliformes
EPI2609304,4,Aves
EPI1961985,A,Galliformes
EPI2198116,A,Galliformes
EPI2102426,4,Aves
EPI2008533,4,Aves
EPI2780426,4,Aves
EPI2147692,2,Anseriformes
EPI2086018,D,Corvidae
EPI3302922,4,Aves
EPI3311762,4,Aves
EPI2070038,2,Anseriformes
EPI2071776,A,Galliformes
EPI590898,4,Aves
EPI895429,6,Artiodactyla
EPI3305232,4,Aves
EPI2140083,A,Galliformes
EPI2884680,A,Galliformes
EPI3549652,J,Primates
EPI3259897,6,Artiodactyla
EPI2711994,4,Aves
EPI2198676,2,Anseriformes
EPI3306377,4,Aves
EPI3462886,6,Artiodactyla
EPI3320573,4,Aves
EPI2780578,4,Aves
EPI2855903,4,Aves
EPI2666879,2,Anseriformes
EPI2742923,4,Aves
EPI3403674,4,Aves
EPI1940273,A,Galliformes
EPI2413772,5,Charadriiformes
EPI2510216,A,Galliformes
EPI3488299,5,Charadriiformes
EPI2246808,4,Aves
EPI2456614,?,Galliformes
EPI2697297,8,Carnivora
EPI3139857,A,Galliformes
EPI2281722,4,Aves
EPI3632558,F,Environment
EPI2291572,2,Anseriformes
EPI2412733,H,Falconiformes
EPI2635294,4,Aves
EPI2363705,A,Galliformes
EPI1963392,A,Galliformes
EPI2072080,A,Galliformes
EPI2505883,4,Aves
EPI2306845,A,Galliformes
EPI2158720,A,Galliformes
EPI1980916,2,Anseriformes
EPI3504344,4,Aves
EPI3528058,4,Aves
EPI3294384,2,Anseriformes
EPI2885765,2,Anseriformes
EPI1958145,A,Galliformes
EPI3391900,4,Aves
EPI3316159,M,mammal
EPI3599592,J,Primates
EPI2856282,4,Aves
EPI2182031,4,Aves
EPI1967017,4,Aves
EPI3277698,4,Aves
EPI3599354,6,Artiodactyla
EPI2576486,5,Charadriiformes
EPI97199,A,Galliformes
EPI2427984,4,Aves
EPI2742739,4,Aves
EPI2899582,4,Aves
EPI2711571,4,Aves
EPI3316415,4,Aves
EPI3314178,4,Aves
EPI2013941,4,Aves
EPI2461878,4,Aves
EPI3630616,6,Artiodactyla
EPI2702434,2,Anseriformes
EPI2278265,4,Aves
EPI3304210,4,Aves
EPI2232994,2,Anseriformes
EPI3416709,4,Aves
EPI2139800,A,Galliformes
EPI2414917,4,Aves
EPI3158819,4,Aves
EPI2408694,A,Galliformes
EPI2178814,4,Aves
EPI2417020,A,Galliformes
EPI3303122,4,Aves
EPI2702354,2,Anseriformes
EPI2648244,5,Charadriiformes
EPI2300532,A,Galliformes
EPI3041157,5,Charadriiformes
EPI2231753,F,Environment
EPI2513156,4,Aves
EPI2198316,A,Galliformes
EPI1966270,2,Anseriformes
EPI3488355,5,Charadriiformes
EPI2869844,4,Aves
EPI2071168,2,Anseriformes
EPI1981012,M,mammal
EPI2140270,A,Galliformes
EPI2456214,4,Aves
EPI2131357,M,mammal
EPI1956833,2,Anseriformes
EPI2708027,2,Anseriformes
EPI2755494,4,Aves
EPI2417044,A,Galliformes
EPI1812375,2,Anseriformes
EPI3054403,2,Anseriformes
EPI3317292,6,Artiodactyla
EPI2782179,M,mammal
EPI2760756,4,Aves
EPI3041193,5,Charadriiformes
EPI2506180,A,Galliformes
EPI2306877,A,Galliformes
EPI2780085,A,Galliformes
EPI2691181,4,Aves
EPI2586389,4,Aves
EPI2415799,A,Galliformes
EPI2641007,4,Aves
EPI2244186,5,Charadriiformes
EPI3260547,0,Accipitriformes
EPI2428587,4,Aves
EPI2198812,2,Anseriformes
EPI1962968,A,Galliformes
EPI2296224,A,Galliformes
EPI2223303,4,Aves
EPI2589283,2,Anseriformes
EPI1963384,A,Galliformes
EPI2856367,4,Aves
EPI2198332,A,Galliformes
EPI3303738,4,Aves
EPI2178606,4,Aves
EPI1958057,A,Galliformes
EPI2944459,4,Aves
EPI2176152,A,Galliformes
EPI2899750,4,Aves
EPI3311970,4,Aves
EPI995548,6,Artiodactyla
EPI3574951,6,Artiodactyla
EPI3136379,A,Galliformes
EPI2856094,4,Aves
EPI2176424,0,Accipitriformes
EPI2906222,4,Aves
EPI2428459,4,Aves
EPI2437547,2,Anseriformes
EPI2071424,5,Charadriiformes
EPI3298404,4,Aves
EPI2870354,4,Aves
EPI3462085,4,Aves
EPI2429075,4,Aves
EPI2755757,4,Aves
EPI2248039,2,Anseriformes
EPI2708289,0,Accipitriformes
EPI3312874,4,Aves
EPI3324273,2,Anseriformes
EPI3333780,4,Aves
EPI2603432,4,Aves
EPI2707939,0,Accipitriformes
EPI2505072,4,Aves
EPI2526385,4,Aves
EPI2413756,2,Anseriformes
EPI2666927,4,Aves
EPI2635170,2,Anseriformes
EPI2074964,4,Aves
EPI3277517,4,Aves
EPI2318008,5,Charadriiformes
EPI2664269,M,mammal
EPI2456201,2,Anseriformes
EPI2528186,4,Aves
EPI3324196,2,Anseriformes
EPI3508681,A,Galliformes
EPI2893528,2,Anseriformes
EPI2540672,4,Aves
EPI2800297,4,Aves
EPI3316407,4,Aves
EPI1944320,A,Galliformes
EPI3316207,4,Aves
EPI2574086,4,Aves
EPI2281690,A,Galliformes
EPI1995124,2,Anseriformes
EPI3314992,4,Aves
EPI2648204,2,Anseriformes
EPI2167263,N,Struthioniformes
EPI2608195,5,Charadriiformes
EPI3304240,4,Aves
EPI3313202,4,Aves
EPI672801,2,Anseriformes
EPI2232674,A,Galliformes
EPI2219936,4,Aves
EPI3298212,4,Aves
EPI2648184,2,Anseriformes
EPI2800361,A,Galliformes
EPI2455137,A,Galliformes
EPI2414959,4,Aves
EPI2540576,4,Aves
EPI2712730,4,Aves
EPI1998074,4,Aves
EPI4969,A,Galliformes
EPI3412607,6,Artiodactyla
EPI3489529,4,Aves
EPI2552833,A,Galliformes
EPI2198908,4,Aves
EPI2708191,4,Aves
EPI2247292,2,Anseriformes
EPI2008725,4,Aves
EPI2119200,4,Aves
EPI2576582,5,Charadriiformes
EPI3255768,2,Anseriformes
EPI2904751,4,Aves
EPI3308082,4,Aves
EPI2649351,2,Anseriformes
EPI1987364,M,mammal
EPI3261123,A,Galliformes
EPI2807439,4,Aves
EPI2011648,A,Galliformes
EPI2576454,2,Anseriformes
EPI2300692,2,Anseriformes
EPI2075658,A,Galliformes
EPI3599280,6,Artiodactyla
EPI2702257,2,Anseriformes
EPI3418306,A,Galliformes
EPI2220186,4,Aves
EPI3631183,6,Artiodactyla
EPI2246032,4,Aves
EPI3313906,4,Aves
EPI2021940,4,Aves
EPI2610690,8,Carnivora
EPI2882913,2,Anseriformes
EPI2703600,2,Anseriformes
EPI2791125,2,Anseriformes
EPI2263530,4,Aves
EPI2573981,4,Aves
EPI3302938,4,Aves
EPI2129732,4,Aves
EPI2742547,4,Aves
EPI2908258,4,Aves
EPI2576566,5,Charadriiformes
EPI2971337,2,Anseriformes
EPI3358564,4,Aves
EPI2707355,0,Accipitriformes
EPI1963352,4,Aves
EPI2906166,4,Aves
EPI2074644,4,Aves
EPI2120791,R,Podicipediformes
EPI2497169,4,Aves
EPI3140458,A,Galliformes
EPI3303114,4,Aves
EPI2297248,A,Galliformes
EPI2001636,5,Charadriiformes
EPI3631099,6,Artiodactyla
EPI3017759,A,Galliformes
EPI2641543,M,mammal
EPI2702489,2,Anseriformes
EPI2743171,4,Aves
EPI2236248,M,mammal
EPI3316039,4,Aves
EPI3323322,4,Aves
EPI2820685,4,Aves
EPI2752088,A,Galliformes
EPI2743291,4,Aves
EPI2995562,4,Aves
EPI3298692,4,Aves
EPI2855906,4,Aves
EPI2526545,5,Charadriiformes
EPI3604502,6,Artiodactyla
EPI2872933,A,Galliformes
EPI2132626,A,Galliformes
EPI2429207,4,Aves
EPI3259841,6,Artiodactyla
EPI3260683,A,Galliformes
EPI2412866,4,Aves
EPI2023594,2,Anseriformes
EPI3328407,4,Aves
EPI3308720,4,Aves
EPI3446631,6,Artiodactyla
EPI2540416,4,Aves
EPI2784288,4,Aves
EPI3630940,6,Artiodactyla
EPI593747,2,Anseriformes
EPI2071488,A,Galliformes
EPI3302722,4,Aves
EPI2428678,4,Aves
EPI2613934,4,Aves
EPI2014977,2,Anseriformes
EPI3403522,4,Aves
EPI3434322,4,Aves
EPI3416661,4,Aves
EPI3484875,4,Aves
EPI3317356,6,Artiodactyla
EPI2310258,5,Charadriiformes
EPI3442951,A,Galliformes
EPI2886281,D,Corvidae
EPI2751692,A,Galliformes
EPI2068319,2,Anseriformes
EPI2437377,M,mammal
EPI2176462,2,Anseriformes
EPI2072056,A,Galliformes
EPI2750962,4,Aves
EPI2886011,A,Galliformes
EPI2751116,A,Galliformes
EPI3323269,4,Aves
EPI2626140,4,Aves
EPI3222684,4,Aves
EPI2008521,2,Anseriformes
EPI3305648,4,Aves
EPI2788702,4,Aves
EPI2071632,2,Anseriformes
EPI2870314,4,Aves
EPI3526825,4,Aves
EPI2053423,4,Aves
EPI3604815,4,Aves
EPI3462794,6,Artiodactyla
EPI3308648,4,Aves
EPI1949331,2,Anseriformes
EPI2412834,4,Aves
EPI573286,2,Anseriformes
EPI2428830,4,Aves
EPI2071368,2,Anseriformes
EPI3304456,4,Aves
EPI2752168,A,Galliformes
EPI2597244,8,Carnivora
EPI2771148,5,Charadriiformes
EPI2310672,A,Galliformes
EPI3567463,4,Aves
EPI3322893,A,Galliformes
EPI3314138,4,Aves
EPI2140755,A,Galliformes
EPI1943856,2,Anseriformes
EPI2139880,A,Galliformes
EPI3409680,6,Artiodactyla
EPI2577728,5,Charadriiformes
EPI2305265,A,Galliformes
EPI3410489,6,Artiodactyla
EPI3183456,A,Galliformes
EPI2971369,2,Anseriformes
EPI2214953,4,Aves
EPI3575194,6,Artiodactyla
EPI2613662,4,Aves
EPI3416653,4,Aves
EPI3308888,4,Aves
EPI3527121,4,Aves
EPI2578084,5,Charadriiformes
EPI2526441,5,Charadriiformes
EPI3411772,6,Artiodactyla
EPI3313330,4,Aves
EPI2944633,5,Charadriiformes
EPI1941394,2,Anseriformes
EPI3489511,5,Charadriiformes
EPI2755607,M,mammal
EPI2540656,4,Aves
EPI2311295,5,Charadriiformes
EPI3182937,A,Galliformes
EPI2635230,0,Accipitriformes
EPI3280348,2,Anseriformes
EPI2743530,2,Anseriformes
EPI2564610,5,Charadriiformes
EPI3312218,4,Aves
EPI3410183,6,Artiodactyla
EPI2820557,4,Aves
EPI2666807,4,Aves
EPI3312826,4,Aves
EPI2609310,4,Aves
EPI2751340,A,Galliformes
EPI3489461,M,mammal
EPI1930083,2,Anseriformes
EPI1987218,M,mammal
EPI2913211,A,Galliformes
EPI2704466,4,Aves
EPI2308479,2,Anseriformes
EPI2257910,M,mammal
EPI2579962,A,Galliformes
EPI2246272,4,Aves
EPI2102386,4,Aves
EPI2710766,4,Aves
EPI2376304,4,Aves
EPI3277819,4,Aves
EPI3412426,6,Artiodactyla
EPI2013957,4,Aves
EPI2648240,5,Charadriiformes
EPI2109903,2,Anseriformes
EPI3447136,4,Aves
EPI1957993,A,Galliformes
EPI2560183,2,Anseriformes
EPI2505981,4,Aves
EPI2789406,F,Environment
EPI3041265,0,Accipitriformes
EPI3302346,4,Aves
EPI3649406,6,Artiodactyla
EPI2712185,4,Aves
EPI2886470,D,Corvidae
EPI2428573,4,Aves
EPI2712114,4,Aves
EPI2670337,4,Aves
EPI1938844,2,Anseriformes
EPI2193366,4,Aves
EPI1959924,A,Galliformes
EPI2062111,2,Anseriformes
EPI3609408,2,Anseriformes
EPI1944280,A,Galliformes
EPI2506316,A,Galliformes
EPI3409287,6,Artiodactyla
EPI1929971,2,Anseriformes
EPI2631706,4,Aves
EPI3488291,2,Anseriformes
EPI2497081,4,Aves
EPI3597190,6,Artiodactyla
EPI2626156,4,Aves
EPI3309664,4,Aves
EPI3584585,5,Charadriiformes
EPI1995661,4,Aves
EPI2428966,4,Aves
EPI3259881,6,Artiodactyla
EPI2648198,2,Anseriformes
EPI2191101,A,Galliformes
EPI3040900,4,Aves
EPI3646683,4,Aves
EPI2751196,A,Galliformes
EPI2158728,4,Aves
EPI2614422,4,Aves
EPI3305792,4,Aves
EPI3183554,A,Galliformes
EPI2415345,2,Anseriformes
EPI2071904,2,Anseriformes
EPI3640747,2,Anseriformes
EPI1994351,2,Anseriformes
EPI3307119,4,Aves
EPI2850427,2,Anseriformes
EPI2263762,4,Aves
EPI1970954,4,Aves
EPI2856582,4,Aves
EPI3313698,4,Aves
EPI2560119,4,Aves
EPI1966278,2,Anseriformes
EPI3637684,5,Charadriiformes
EPI2856717,4,Aves
EPI1635159,A,Galliformes
EPI2794160,5,Charadriiformes
EPI2689443,2,Anseriformes
EPI2140288,A,Galliformes
EPI2560239,A,Galliformes
EPI2697510,5,Charadriiformes
EPI3093223,2,Anseriformes
EPI2895447,4,Aves
EPI2505937,4,Aves
EPI2589838,2,Anseriformes
EPI2855965,4,Aves
EPI2712435,4,Aves
EPI2428732,4,Aves
EPI2702212,2,Anseriformes
EPI2191109,A,Galliformes
EPI2182047,4,Aves
EPI3173457,4,Aves
EPI3616708,6,Artiodactyla
EPI3279904,2,Anseriformes
EPI3313274,M,mammal
EPI2530119,4,Aves
EPI2998387,4,Aves
EPI2616166,8,Carnivora
EPI2708824,0,Accipitriformes
EPI2071432,2,Anseriformes
EPI2545100,4,Aves
EPI2076333,0,Accipitriformes
EPI3309992,4,Aves
EPI2436983,4,Aves
EPI2886142,D,Corvidae
EPI3306513,4,Aves
EPI3433840,6,Artiodactyla
EPI2497611,4,Aves
EPI3314266,4,Aves
EPI2456193,4,Aves
EPI2413748,2,Anseriformes
EPI2264067,4,Aves
EPI3320941,4,Aves
EPI2704615,2,Anseriformes
EPI3261291,6,Artiodactyla
EPI2930937,4,Aves
EPI2141496,A,Galliformes
EPI2870266,4,Aves
EPI3158650,4,Aves
EPI3324308,2,Anseriformes
EPI2427794,4,Aves
EPI2917492,4,Aves
EPI2176053,A,Galliformes
EPI2960217,2,Anseriformes
EPI2882288,A,Galliformes
EPI3311098,4,Aves
EPI3543998,4,Aves
EPI3309912,4,Aves
EPI2278041,4,Aves
EPI2703602,4,Aves
EPI2780402,4,Aves
EPI2187569,2,Anseriformes
EPI3599491,6,Artiodactyla
EPI2291549,4,Aves
EPI2300612,2,Anseriformes
EPI2232714,A,Galliformes
EPI1967001,4,Aves
EPI3488315,5,Charadriiformes
EPI3309480,4,Aves
EPI2550403,A,Galliformes
EPI2506948,4,Aves
EPI1982600,2,Anseriformes
EPI2708770,4,Aves
EPI2648232,4,Aves
EPI2886246,A,Galliformes
EPI2856527,4,Aves
EPI2764039,5,Charadriiformes
EPI3605593,4,Aves
EPI2455236,4,Aves
EPI2147703,B,Ciconiiformes
EPI2886321,D,Corvidae
EPI2603388,4,Aves
EPI3314856,4,Aves
EPI3314218,4,Aves
EPI2711471,2,Anseriformes
EPI1866473,4,Aves
EPI2071408,0,Accipitriformes
EPI2820597,2,Anseriformes
EPI2495641,A,Galliformes
EPI2641511,4,Aves
EPI2702172,2,Anseriformes
EPI2259503,4,Aves
EPI2597212,A,Galliformes
EPI3085233,A,Galliformes
EPI2906701,M,mammal
EPI3261515,6,Artiodactyla
EPI2951015,A,Galliformes
EPI1995739,4,Aves
EPI3136378,A,Galliformes
EPI2643181,4,Aves
EPI2614550,4,Aves
EPI1957953,A,Galliformes
EPI3304152,4,Aves
EPI2899566,4,Aves
EPI1957969,2,Anseriformes
EPI2708298,0,Accipitriformes
EPI2885518,A,Galliformes
EPI2475259,A,Galliformes
EPI2950932,A,Galliformes
EPI2872941,A,Galliformes
EPI3309744,4,Aves
EPI2895423,4,Aves
EPI2411074,A,Galliformes
EPI2134101,A,Galliformes
EPI2648161,A,Galliformes
EPI1772163,8,Carnivora
EPI2780738,4,Aves
EPI2697305,8,Carnivora
EPI2704748,2,Anseriformes
EPI3328471,4,Aves
EPI1968921,2,Anseriformes
EPI2664974,5,Charadriiformes
EPI2755583,M,mammal
EPI1929963,5,Charadriiformes
EPI3364324,4,Aves
EPI2648220,5,Charadriiformes
EPI2614294,4,Aves
EPI3411369,6,Artiodactyla
EPI2428355,4,Aves
EPI3314530,4,Aves
EPI2475199,4,Aves
EPI2930670,2,Anseriformes
EPI2704584,2,Anseriformes
EPI2545092,4,Aves
EPI2653511,2,Anseriformes
EPI3604230,6,Artiodactyla
EPI2191141,A,Galliformes
EPI2586357,4,Aves
EPI2071824,A,Galliformes
EPI3298420,4,Aves
EPI2497603,2,Anseriformes
EPI2082853,5,Charadriiformes
EPI3260237,M,mammal
EPI2702478,2,Anseriformes
EPI3334174,A,Galliformes
EPI2616136,4,Aves
EPI2428845,4,Aves
EPI3315296,4,Aves
EPI2755718,M,mammal
EPI2461857,4,Aves
EPI2076405,2,Anseriformes
EPI3313458,4,Aves
EPI3313778,4,Aves
EPI2872871,A,Galliformes
EPI2943361,Q,Sphenisciformes
EPI2082773,4,Aves
EPI3260651,6,Artiodactyla
EPI2752310,A,Galliformes
EPI2220274,A,Galliformes
EPI2682565,5,Charadriiformes
EPI184212,2,Anseriformes
EPI2008821,4,Aves
EPI2930811,A,Galliformes
EPI2885054,A,Galliformes
EPI2464362,A,Galliformes
EPI2751005,A,Galliformes
EPI3584498,A,Galliformes
EPI3093151,A,Galliformes
EPI2140199,A,Galliformes
EPI2691205,4,Aves
EPI2089030,4,Aves
EPI2131400,M,mammal
EPI2029818,A,Galliformes
EPI2219533,A,Galliformes
EPI3299044,4,Aves
EPI2872847,4,Aves
